provider_ccn,hospital_name,state_code,city,fiscal_year_begin_date,fiscal_year_end_date,number_of_beds,total_costs,inpatient_total_charges,combined_outpatient_inpatient_total_charges,inpatient_revenue,total_patient_revenue,net_patient_revenue,less_total_operating_expense,net_income_from_service_to_patients
453310,DELL CHILDRENS MEDICAL CENTER,TX,AUSTIN,07/01/2023,06/30/2024,310.0,581853820.0,1505806837.0,2195173130.0,1522451196.0,2216059770.0,990917901.0,847762840.0,143155061.0
490032,VCU HEALTH SYSTEM MCV HOSPITAL,VA,RICHMOND,07/01/2023,06/30/2024,816.0,2187318071.0,5707355710.0,9031076913.0,5707426182.0,9031147911.0,2646813982.0,2449816642.0,196997340.0
523300,CHILDRENS HOSPITAL OF WISCONSIN,WI,MILWAUKEE,01/01/2023,12/31/2023,298.0,702577165.0,841390570.0,1507201248.0,843624563.0,1511911387.0,834611498.0,812625651.0,21985847.0
222048,WHITTIER HOSPITAL-WESTBOROUGH,MA,WESTBOROUGH,10/01/2022,09/30/2023,63.0,25472858.0,34822619.0,38359596.0,34822620.0,38359597.0,26231326.0,27681236.0,-1449910.0
261316,MERCY HOSPITAL AURORA,MO,AURORA,07/01/2023,06/30/2024,25.0,28125939.0,18224624.0,86456689.0,19164077.0,94948221.0,31698703.0,25995723.0,5702980.0
320038,REHOBOTH MCKINLEY CHRISTIAN HOSPITAL,NM,GALLUP,01/01/2023,08/02/2023,50.0,29618243.0,26216457.0,88972580.0,29067086.0,98487328.0,73520190.0,31134723.0,42385467.0
361323,AULTMAN ORRVILLE HOSPITAL,OH,ORRVILLE,01/01/2023,12/31/2023,25.0,58970215.0,24608021.0,154852269.0,27991427.0,160878883.0,74425622.0,64482646.0,9942976.0
390329,EINSTEIN MEDICAL CENTER MONTGOMERY,PA,EAST NORRITON,07/01/2023,06/30/2024,175.0,270452763.0,612815893.0,1231087022.0,612815894.0,1231087023.0,298795607.0,318964831.0,-20169224.0
450747,PALESTINE REGIONAL MEDICAL CENTER,TX,PALESTINE,01/01/2023,12/31/2023,148.0,66836145.0,220199714.0,532389455.0,220216081.0,545175599.0,90585284.0,104555580.0,-13970296.0
100212,HCA FLORIDA OCALA HOSPITAL,FL,OCALA,09/01/2023,08/31/2024,509.0,571823250.0,4992767798.0,8144051569.0,4992143617.0,8144045946.0,817652329.0,607752158.0,209900171.0
231307,BARAGA COUNTY MEMORIAL HOSPITAL,MI,LANSE,10/01/2022,09/30/2023,24.0,25730733.0,5689751.0,41625942.0,5642126.0,44115747.0,25782674.0,27881265.0,-2098591.0
393302,UPMC CHILDRENS HOSPITAL OF PGH,PA,PITTSBURGH,07/01/2023,06/30/2024,317.0,532102044.0,1965165064.0,3585700615.0,1962921110.0,3601298016.0,904872087.0,922936320.0,-18064233.0
100238,HCA FLORIDA NORTHSIDE HOSPITAL,FL,ST PETERSBURG,10/01/2022,09/30/2023,202.0,154833450.0,1592812406.0,2431717080.0,1592823137.0,2431717102.0,185118317.0,159824849.0,25293468.0
161340,DECATUR COUNTY HOSPITAL,IA,LEON,07/01/2023,06/30/2024,11.0,20639618.0,2763653.0,37863156.0,2959395.0,41297508.0,26057942.0,23765457.0,2292485.0
171337,WAMEGO HOSPITAL ASSOCIATION,KS,WAMEGO,10/01/2022,09/30/2023,18.0,15384743.0,2481913.0,31307685.0,2454499.0,32043116.0,15659675.0,14102837.0,1556838.0
171339,GREENWOOD COUNTY HOSPITAL,KS,EUREKA,10/01/2022,09/30/2023,25.0,15050638.0,3485164.0,24286277.0,3488574.0,25110397.0,12785944.0,16491109.0,-3705165.0
192004,KPC PROMISE HOSPITAL OF BATON ROUGE,LA,BATON ROUGE,09/01/2023,05/18/2024,54.0,11220757.0,24537668.0,24537668.0,24537668.0,24537668.0,9885616.0,11551906.0,-1666290.0
222047,WHITTIER HOSPITAL-BRADFORD,MA,BRADFORD,10/01/2022,09/30/2023,35.0,26994248.0,36144157.0,45425734.0,36274747.0,45556324.0,26569073.0,29581672.0,-3012599.0
224043,DEVENS TREATMENT & RECOVERY CENTER,MA,DEVENS,01/01/2023,12/31/2023,108.0,37397748.0,99183643.0,99183643.0,102835721.0,102835721.0,44662585.0,42283195.0,2379390.0
241327,SLEEPY EYE MUNICIPAL HOSPITAL,MN,SLEEPY EYE,01/01/2023,12/31/2023,16.0,19465306.0,4644844.0,30711814.0,4803956.0,30872063.0,19816581.0,20724068.0,-907487.0
454000,BIG SPRING STATE HOSPITAL,TX,BIG SPRINGS,09/01/2023,08/31/2024,144.0,55694696.0,25632450.0,25632450.0,25632450.0,25632450.0,25632450.0,49383150.0,-23750700.0
454011,SAN ANTONIO STATE HOSPITAL,TX,SAN ANTONIO,09/01/2023,08/31/2024,280.0,99204861.0,78084741.0,78085345.0,78084741.0,78085345.0,78085345.0,89630127.0,-11544782.0
490126,LEWISGALEHOSPITAL - ALLEGHANY,VA,LOW MOOR,03/01/2023,02/29/2024,95.0,35510637.0,80396521.0,284322166.0,80396521.0,284322166.0,50187185.0,33578858.0,16608327.0
161322,DALLAS COUNTY HOSPITAL,IA,PERRY,07/01/2023,06/30/2024,25.0,26211691.0,1112925.0,41447759.0,1121493.0,44220883.0,28390518.0,27504996.0,885522.0
171341,HIAWATHA COMMUNITY HOSPITAL,KS,HIAWATHA,01/01/2023,12/31/2023,25.0,31181660.0,11917285.0,62867751.0,12030010.0,67202059.0,28586634.0,33912049.0,-5325415.0
194085,COMPASS BEHAVIORAL CENTER  LLC,LA,CROWLEY,01/01/2023,12/31/2023,24.0,6695248.0,6761461.0,12368126.0,6761461.0,12368126.0,7815076.0,8223733.0,-408657.0
260065,MERCY HOSPITAL SPRINGFIELD,MO,SPRINGFIELD,07/01/2023,06/30/2024,611.0,963782493.0,1937300675.0,4686002779.0,1962843109.0,4950294472.0,1236703029.0,1105052022.0,131651007.0
323026,NEW MEXICO REHABILITATION CENTER,NM,ROSWELL,07/01/2023,06/30/2024,15.0,10171245.0,5976387.0,5976387.0,5976387.0,5976387.0,9266559.0,9695196.0,-428637.0
371323,WEATHERFORD REGIONAL HOSPITAL,OK,WEATHERFORD,10/01/2022,09/30/2023,25.0,24195536.0,6236753.0,55948915.0,7227729.0,62367519.0,24807029.0,26466139.0,-1659110.0
454006,TERRELL STATE HOSPITAL,TX,TERRELL,09/01/2023,08/31/2024,305.0,92740231.0,52758641.0,52759291.0,52758641.0,52759291.0,52759291.0,87006461.0,-34247170.0
504016,WELLFOUND BEHAVIORAL HEALTH HOSPITAL,WA,TACOMA,01/01/2023,12/31/2023,72.0,37867495.0,90137143.0,90256581.0,97878794.0,97998232.0,28216156.0,41796941.0,-13580785.0
521309,MOUNDVIEW MEMORIAL HOSPITAL,WI,FRIENDSHIP,01/01/2023,09/30/2023,25.0,18801910.0,2635217.0,30863045.0,2635218.0,30978627.0,11266547.0,18192877.0,-6926330.0
50272,REDLANDS COMMUNITY HOSPITAL,CA,REDLANDS,10/01/2022,09/30/2023,196.0,282925031.0,1078205929.0,2320368186.0,1094855071.0,2320469083.0,225739574.0,215966916.0,9772658.0
100191,MEDICAL CENTER OF TRINITY,FL,TRINITY,07/01/2023,06/30/2024,270.0,247970774.0,2227519271.0,4410137370.0,2227416265.0,4410227819.0,339073120.0,287180330.0,51892790.0
100360,HCA FLORIDA UNIVERSITY HOSPITAL,FL,DAVIE,11/01/2022,10/31/2023,155.0,139062773.0,772165072.0,1451764881.0,772007794.0,1451764881.0,156686598.0,151143621.0,5542977.0
283300,BOYS TOWN NATIONAL RESEARCH HOSPITAL,NE,OMAHA,01/01/2023,12/31/2023,52.0,96718867.0,29485631.0,220096887.0,29485631.0,361270488.0,185443673.0,244466251.0,-59022578.0
344034,DOROTHEA DIX BEHAVIORAL HEALTH,NC,LINVILLE,07/01/2023,06/30/2024,37.0,7861128.0,16174298.0,16936089.0,16733961.0,17502779.0,8135391.0,9184721.0,-1049330.0
390339,LANCASTER MEDICAL CENTER,PA,LANCASTER,07/01/2023,06/30/2024,100.0,198996898.0,317517790.0,689071274.0,331223455.0,702967343.0,161173126.0,205549272.0,-44376146.0
451378,BIG BEND REGIONAL MED CTR,TX,ALPINE,10/01/2022,09/30/2023,22.0,24834788.0,18437293.0,90853196.0,18437293.0,91665864.0,28015630.0,26615478.0,1400152.0
454084,AUSTIN STATE HOSPITAL,TX,AUSTIN,09/01/2023,08/31/2024,199.0,93010099.0,47174538.0,47174538.0,47174538.0,47174538.0,47174538.0,85967652.0,-38793114.0
141342,UNION COUNTY HOSPITAL DISTRICT,IL,ANNA,01/14/2023,09/30/2023,25.0,18727853.0,13805189.0,70357390.0,13800261.0,71019478.0,18899776.0,20618474.0,-1718698.0
154065,NEUROBEHAVIORAL HOSPITAL LLC,IN,CROWN POINT,01/01/2023,12/31/2023,70.0,13699018.0,53557400.0,53557400.0,53442244.0,53442244.0,19287299.0,13540157.0,5747142.0
171355,TREGO COUNTY LEMKE MEMORIAL HOSPITAL,KS,WAKEENEY,01/01/2023,12/31/2023,25.0,16845065.0,6353049.0,19355912.0,6353050.0,19725333.0,14999516.0,18358636.0,-3359120.0
194082,COMPASS SENIOR CARE HOSPITAL  LLC,LA,JENNINGS,01/01/2023,12/31/2023,36.0,8306492.0,8319398.0,17624898.0,8319398.0,17624898.0,10008165.0,9413087.0,595078.0
450011,ST. JOSEPH REGIONAL HEALTH CENTER,TX,BRYAN,07/01/2023,06/30/2024,284.0,342916918.0,1090367208.0,2472697323.0,1090598791.0,2523394822.0,429834479.0,499385129.0,-69550650.0
450651,MEDICAL CITY PLANO,TX,PLANO,04/01/2023,03/31/2024,584.0,620074120.0,6394327477.0,8546870769.0,6389062163.0,8501746655.0,935953670.0,572071415.0,363882255.0
450661,ODESSA REGIONAL HOSPITAL,TX,ODESSA,10/01/2022,09/30/2023,208.0,113550968.0,412616407.0,850158189.0,412616406.0,850158187.0,142639322.0,148605335.0,-5966013.0
171301,GREAT PLAINS OF ELLINWOOD  INC.,KS,ELLINWOOD,10/01/2022,09/30/2023,23.0,9454571.0,1877216.0,6800445.0,1877216.0,7033151.0,8260584.0,10384248.0,-2123664.0
191310,BAYOU BEND HEALTH SYSTEM,LA,FRANKLIN,10/01/2022,09/30/2023,25.0,25727907.0,6889924.0,40866156.0,6889924.0,40866156.0,21272256.0,37365639.0,-16093383.0
670322,LEGENT SURGICAL HOSPITAL PLANO,TX,PLANO,09/01/2023,08/31/2024,7.0,26031144.0,38608341.0,156093235.0,16907005.0,149687081.0,22858457.0,25482645.0,-2624188.0
30085,NORTHWEST MEDICAL CENTER,AZ,TUCSON,10/01/2022,09/30/2023,252.0,322735093.0,1535473263.0,3092962432.0,1535473263.0,3092962432.0,343673761.0,340784781.0,2888980.0
31307,PARKER INDIAN HEALTH CENTER,AZ,PARKER,10/01/2022,09/30/2023,20.0,35476384.0,2522.0,212666.0,,,,60375745.0,-60375745.0
134017,COTTONWOOD CREEK BEHAVIORAL HOSPITAL,ID,MERIDIAN,01/01/2023,12/31/2023,92.0,23669828.0,52675358.0,56759753.0,52675358.0,56759753.0,28281156.0,22324209.0,5956947.0
141340,VALLEY WEST COMMUNITY HOSPITAL,IL,SANDWICH,09/01/2023,08/31/2024,19.0,39754747.0,16887642.0,181636395.0,16935829.0,181642877.0,61668053.0,48433246.0,13234807.0
154066,BRIGHTWELL BEHAVIORAL HEALTH,IN,CLARKSVILLE,01/01/2023,12/31/2023,22.0,6057690.0,12331569.0,12331569.0,12331569.0,12331569.0,5426187.0,6190441.0,-764254.0
260077,MERCY HOSPITAL SOUTH,MO,SAINT LOUIS,07/01/2023,06/30/2024,725.0,528672385.0,1152961099.0,2131525983.0,1152524494.0,2208424521.0,601901977.0,582945937.0,18956040.0
290039,MOUNTAIN VIEW HOSPITAL,NV,LAS VEGAS,01/01/2023,12/31/2023,363.0,459442126.0,4372168901.0,6630246970.0,4371315133.0,6630246970.0,607617466.0,519695411.0,87922055.0
331304,MARGARETVILLE HOSPITAL,NY,MARGARETVILLE,01/01/2023,12/31/2023,15.0,23967066.0,13169948.0,37199280.0,13169949.0,37199280.0,16309970.0,27158994.0,-10849024.0
351316,PRESENTATION MEDICAL CENTER,ND,ROLLA,10/01/2022,09/30/2023,25.0,13518884.0,2152272.0,12287632.0,2127871.0,13556894.0,13556894.0,14129238.0,-572344.0
454008,NTSH - WITCHITA FALLS & VERNON,TX,WICHITA FALLS,09/01/2023,08/31/2024,483.0,197453312.0,106108561.0,106108561.0,106108561.0,106108561.0,106108561.0,175151947.0,-69043386.0
100029,NORTH SHORE MEDICAL CENTER AND FMC,FL,MIAMI,05/01/2023,04/30/2024,748.0,304334258.0,1643280887.0,2659060709.0,1643280887.0,2659060709.0,262038109.0,325233711.0,-63195602.0
100183,CORAL GABLES HOSPITAL,FL,CORAL GABLES,05/01/2023,04/30/2024,245.0,106591731.0,444075095.0,1043807821.0,444075096.0,1043807817.0,96968984.0,110640024.0,-13671040.0
100187,PALMETTO GENERAL HOSPITAL,FL,HIALEAH,05/01/2023,04/30/2024,358.0,301778517.0,1961880675.0,2756586538.0,1961880676.0,2756586540.0,358325534.0,321134644.0,37190890.0
151302,IU HEALTH BLACKFORD HOSPITAL,IN,HARTFORD CITY,01/01/2023,10/01/2023,15.0,18759672.0,3018747.0,44406721.0,3018747.0,44551066.0,14960800.0,19208949.0,-4248149.0
234041,CENTER FOR FORENSIC PSYCHIATRY,MI,ANN ARBOR,10/01/2022,09/30/2023,272.0,113403413.0,102561955.0,102561955.0,102561955.0,102561955.0,102561955.0,100186126.0,2375829.0
260059,MERCY HOSPITAL LEBANON,MO,LEBANON,07/01/2023,06/30/2024,43.0,73937910.0,40123327.0,343611043.0,41721386.0,370080945.0,101629959.0,82723039.0,18906920.0
471307,PORTER HOSPITAL,VT,MIDDLEBURY,10/01/2022,09/30/2023,25.0,91048852.0,23219811.0,177148174.0,23228048.0,214828887.0,93866422.0,110724361.0,-16857939.0
521311,ASPIRUS STANLEY HOSPITAL,WI,STANLEY,07/01/2023,06/30/2024,24.0,20738719.0,6647071.0,45384811.0,6686613.0,48815646.0,22880956.0,22462972.0,417984.0
521324,ASPIRUS MEDFORD HOSPITAL AND CLINICS,WI,MEDFORD,07/01/2023,06/30/2024,25.0,69107781.0,29306215.0,185350167.0,32154707.0,205983060.0,91097158.0,84901108.0,6196050.0
10019,HELEN KELLER HOSPITAL,AL,SHEFFIELD,10/01/2022,09/30/2023,178.0,102964322.0,135896254.0,472327803.0,135896253.0,472327801.0,93652837.0,118542199.0,-24889362.0
100179,HCA FL MEMORIAL HOSP. JACKSONVILLE,FL,JACKSONVILLE,01/01/2023,12/31/2023,362.0,391193828.0,3385801374.0,5432280032.0,3385120084.0,5432280032.0,507062828.0,302957721.0,204105107.0
140034,SSM HEALTH ST. MARYS HOSPITAL,IL,CENTRALIA,01/01/2023,12/31/2023,92.0,85397919.0,105484171.0,365453719.0,106255219.0,371817450.0,123685616.0,101621690.0,22063926.0
140046,SSM HEALTH GOOD SAMARITAN HOSPITAL,IL,MT. VERNON,01/01/2023,12/31/2023,111.0,171964840.0,355115335.0,719763223.0,358768813.0,733138567.0,226488319.0,213684585.0,12803734.0
251326,JEFFERSON DAVIS GENERAL HOSPITAL,MS,PRENTISS,10/01/2022,09/30/2023,25.0,14486236.0,7991045.0,20846371.0,6721600.0,19919172.0,13073817.0,14607552.0,-1533735.0
281330,WARREN MEMORIAL HOSPITAL,NE,FRIEND,10/01/2022,09/30/2023,15.0,6100875.0,1812988.0,3923189.0,1901199.0,4136124.0,5373851.0,7096875.0,-1723024.0
361327,CHWC-MONTPELIER,OH,MONTPELIER,10/01/2022,09/30/2023,25.0,14529184.0,9278997.0,25141155.0,9278477.0,25141154.0,24899310.0,15275236.0,9624074.0
364058,SUN BEHAVIORAL COLUMBUS,OH,COLUMBUS,01/01/2023,12/31/2023,126.0,27260135.0,57665850.0,62087500.0,57662000.0,65127600.0,22096678.0,29158107.0,-7061429.0
364066,ASSURANCE HEALTH TOLEDO,OH,SYLVANIA,01/01/2023,12/31/2023,23.0,5817893.0,9971187.0,9971187.0,9971187.0,9971187.0,5386714.0,6069689.0,-682975.0
451323,ADVENTHEALTH ROLLINS BROOK,TX,LAMPASAS,10/01/2022,09/30/2023,25.0,20945530.0,12562204.0,78812831.0,12563943.0,78812829.0,21036575.0,20128669.0,907906.0
174025,ANEW HEALTH,KS,SHAWNEE,01/01/2023,12/31/2023,20.0,6288793.0,12595002.0,12595002.0,12595002.0,12595002.0,9788393.0,6427827.0,3360566.0
181320,LIVINGSTON HOSPITAL,KY,SALEM,01/01/2023,12/31/2023,25.0,22311778.0,8687733.0,42953840.0,8379322.0,44388807.0,21250273.0,21176649.0,73624.0
452035,MESA HILLS SPECIALTY HOSPITAL,TX,EL PASO,04/01/2023,04/29/2024,32.0,19294147.0,13217544.0,101343850.0,13217545.0,101971941.0,9508490.0,19294147.0,-9785657.0
50350,BEVERLY HOSPITAL,CA,MONTEBELLO,01/01/2023,09/06/2023,202.0,114399379.0,207442816.0,365210959.0,207442251.0,365210960.0,85973098.0,134765705.0,-48792607.0
151320,IU HEALTH JAY HOSPITAL,IN,PORTLAND,01/01/2023,12/31/2023,21.0,36654237.0,6670133.0,90908813.0,6670133.0,90908813.0,36226965.0,41974207.0,-5747242.0
153047,REHABILITATION HOSPITAL OF NORTHERN,IN,MISHAWAKA,05/01/2023,04/30/2024,40.0,17916101.0,23528340.0,23528340.0,23528341.0,23528341.0,19298065.0,16452685.0,2845380.0
190204,OCHSNER MEDICAL CENTER -NORTHSHORE,LA,SLIDELL,04/01/2023,06/30/2023,150.0,26069642.0,27932197.0,125503411.0,32131367.0,129702581.0,26318145.0,29450146.0,-3132001.0
261329,COX-MONETT HOSPITAL,MO,MONETT,10/01/2022,09/30/2023,25.0,51182317.0,21277444.0,173794289.0,20041397.0,191969562.0,63425304.0,62690307.0,734997.0
491991,LYNN HOUSE OF POTOMAC VALLEY  INC.,VA,ALEXANDRIA,01/01/2023,12/31/2023,4.0,2601258.0,1402464.0,1402464.0,1402464.0,1422185.0,1380668.0,2831554.0,-1450886.0
531307,COMMUNITY HOSPITAL,WY,TORRINGTON,01/01/2023,12/31/2023,25.0,35165921.0,9413982.0,60932042.0,11020103.0,66991562.0,40608211.0,42170442.0,-1562231.0
73300,CONNECTICUT CHILDRENS MEDICAL CENTER,CT,HARTFORD,10/01/2022,09/30/2023,187.0,446354661.0,639114546.0,1186662005.0,639114546.0,1186662005.0,467816565.0,502193587.0,-34377022.0
100053,HIALEAH HOSPITAL,FL,HIALEAH,05/01/2023,04/30/2024,340.0,129609580.0,730887024.0,1321259892.0,732277205.0,1321259893.0,112907916.0,127366881.0,-14458965.0
100167,HCA FLORIDA MERCY HOSPITAL,FL,MIAMI,09/01/2023,08/31/2024,290.0,300882652.0,2729170715.0,4379367154.0,2727396204.0,4379367154.0,432608467.0,361278946.0,71329521.0
151316,IU HEALTH FRANKFORT HOSPITAL,IN,FRANKFORT,01/01/2023,12/31/2023,12.0,27690756.0,5037255.0,75042123.0,5037255.0,75042123.0,25190246.0,28585743.0,-3395497.0
251306,PERRY COUNTY GENERAL HOSPITAL,MS,RICHTON,10/01/2022,09/30/2023,22.0,6758408.0,1130988.0,11923725.0,1239320.0,13779930.0,4153303.0,6942009.0,-2788706.0
360010,UNION HOSPITAL ASSOCIATION,OH,DOVER,01/01/2023,12/31/2023,77.0,114366824.0,91617018.0,322026437.0,92671200.0,329868249.0,111887285.0,126166858.0,-14279573.0
360068,THE TOLEDO HOSPITAL,OH,TOLEDO,01/01/2023,12/31/2023,730.0,1146924232.0,3305060212.0,7079077966.0,3291108021.0,6943354257.0,1478852382.0,1403502474.0,75349908.0
360082,EUCLID HOSPITAL,OH,EUCLID,01/01/2023,12/31/2023,90.0,113829840.0,169995252.0,455900668.0,169995252.0,455900668.0,103149516.0,121658523.0,-18509007.0
360087,LUTHERAN HOSPITAL,OH,CLEVELAND,01/01/2023,12/31/2023,110.0,136609834.0,201130992.0,550959744.0,202654354.0,553997935.0,159381336.0,145931043.0,13450293.0
360180,CLEVELAND CLINIC HOSPITAL,OH,CLEVELAND,01/01/2023,12/31/2023,1288.0,3737901314.0,6174513834.0,15961937657.0,6174513831.0,24159027650.0,6960527823.0,8323985995.0,-1363458172.0
360230,HILLCREST HOSPITAL,OH,MAYFIELD HEIGHTS,01/01/2023,12/31/2023,483.0,491481353.0,1130806169.0,2286251826.0,1130806169.0,2286251826.0,633400827.0,579197161.0,54203666.0
440015,UNIVERSITY OF TENNESSEE MEDICAL CENT,TN,KNOXVILLE,01/01/2023,12/31/2023,698.0,889057391.0,1742368979.0,4068667300.0,1782005487.0,4408460841.0,1213548796.0,1406596814.0,-193048018.0
50549,LOS ROBLES HOSPITAL AND MEDICAL CTN.,CA,THOUSAND OAKS,01/01/2023,12/31/2023,306.0,414721544.0,3244478252.0,4987969001.0,3244478251.0,4982876981.0,581666982.0,445600279.0,136066703.0
104063,THE WILLOUGH AT NAPLES,FL,NAPLES,01/01/2023,12/31/2023,87.0,8150012.0,14959530.0,15421745.0,14979237.0,15203142.0,8463944.0,8535576.0,-71632.0
192009,PAM SPECIALTY HOSPITAL OF NEW ORLEAN,LA,NEW ORLEANS,09/01/2023,02/29/2024,16.0,6747472.0,15040641.0,15040641.0,15040640.0,15040640.0,4344018.0,6515134.0,-2171116.0
192037,HOUMA - AMG SPECIALTY HOSPITAL,LA,HOUMA,06/01/2023,05/31/2024,40.0,9889702.0,26312059.0,26312059.0,26283608.0,26283608.0,10199655.0,10210995.0,-11340.0
260104,SSM HEALTH DEPAUL HOSPITAL,MO,BRIDGETON,01/01/2023,12/31/2023,446.0,472810897.0,833515851.0,1767888124.0,841128495.0,2055854748.0,686142106.0,599323481.0,86818625.0
301306,CONCORD HOSPITAL - FRANKLIN,NH,FRANKLIN,10/01/2022,09/30/2023,25.0,28081480.0,22679069.0,78951487.0,23137395.0,94632561.0,34526799.0,25749457.0,8777342.0
310034,RIVERVIEW MEDICAL CENTER,NJ,RED BANK,01/01/2023,12/31/2023,267.0,335211397.0,855758210.0,1586009128.0,855758208.0,1586009125.0,401204670.0,374743595.0,26461075.0
450018,THE UNIVERSITY OF TEXAS MEDICAL BR.,TX,GALVESTON,09/01/2023,08/31/2024,837.0,2013048526.0,2491745541.0,8528902383.0,2491763361.0,5807962034.0,1335809891.0,1656673495.0,-320863604.0
450292,TEXAS HEALTH KAUFMAN,TX,KAUFMAN,01/01/2023,12/31/2023,42.0,36677875.0,38856896.0,218173953.0,38856895.0,218173952.0,48206349.0,41908007.0,6298342.0
450639,TEXAS HEALTH H-E-B,TX,BEDFORD,10/01/2022,09/30/2023,195.0,265731849.0,726576018.0,1212982208.0,726576015.0,1212982204.0,317768020.0,302431395.0,15336625.0
471300,GRACE COTTAGE HOSPITAL,VT,TOWNSHEND,10/01/2022,09/30/2023,19.0,26133999.0,8876565.0,40171858.0,9537816.0,42950598.0,24865319.0,33638016.0,-8772697.0
522005,LAKEVIEW SPECIALTY HOSPT & REHAB,WI,WATERFORD,01/01/2023,12/31/2023,35.0,20872994.0,48159771.0,48616173.0,48743520.0,49199922.0,19883828.0,24212639.0,-4328811.0
70040,HEBREW HOME & HOSPITAL,CT,WEST HARTFORD,10/01/2022,09/30/2023,,9254065.0,11860620.0,11860995.0,11859157.0,11859157.0,11023621.0,9727412.0,1296209.0
110010,EMORY UNIVERSITY HOSPITAL,GA,ATLANTA,09/01/2023,08/31/2024,666.0,1385696055.0,3293467315.0,5160384891.0,3293467315.0,5160389102.0,1672575464.0,1488887342.0,183688122.0
361303,LODI COMMUNITY HOSPITAL,OH,LODI,01/01/2023,12/31/2023,20.0,23174353.0,11667866.0,73464763.0,11677706.0,75254550.0,38845764.0,20973272.0,17872492.0
440156,PARKRIDGE MEDICAL CENTER,TN,CHATTANOOGA,04/01/2023,03/31/2024,400.0,313293244.0,1799034503.0,3059307741.0,1793346510.0,3059049546.0,441513463.0,297150007.0,144363456.0
450518,THE MEDICAL CTR OF SOUTHEAST TEXAS,TX,PORT ARTHUR,12/01/2022,11/30/2023,196.0,124424556.0,314079575.0,878496104.0,314079575.0,878496101.0,127198409.0,151539428.0,-24341019.0
451329,RANKIN COUNTY HOSPITAL DISTRICT,TX,RANKIN,10/01/2022,09/30/2023,15.0,15151432.0,1143651.0,5906988.0,1220104.0,6224060.0,9577457.0,17493670.0,-7916213.0
512003,CORNERSTONE SPECIALTY HUNTINGTON,WV,HUNTINGTON,11/01/2022,08/31/2023,32.0,12835761.0,95168968.0,95329390.0,95171587.0,95329390.0,14696658.0,15163784.0,-467126.0
34038,PHOENIX MEDICAL PSYCHIATRIC HOSPITAL,AZ,PHOENIX,01/01/2023,12/31/2023,96.0,16944891.0,44845000.0,44845000.0,44845000.0,44845000.0,14310424.0,16040851.0,-1730427.0
141311,FAIRFIELD MEMORIAL HOSPITAL,IL,FAIRFIELD,07/01/2023,06/30/2024,25.0,46096490.0,16752035.0,147765183.0,19084799.0,160922813.0,45147367.0,53899269.0,-8751902.0
234035,WALTER REUTHER PSYCHIATRIC HOSPITAL,MI,WESTLAND,10/01/2022,09/30/2023,180.0,67980391.0,53792087.0,53792087.0,53792087.0,53792087.0,53792087.0,63864123.0,-10072036.0
300003,MARY HITCHCOCK MEMORIAL HOSP,NH,LEBANON,07/01/2023,06/30/2024,476.0,1482906718.0,1886586164.0,5326674751.0,1883498595.0,5340105692.0,1696855771.0,2242355383.0,-545499612.0
84003,MEADOW WOOD HOSPITAL,DE,NEW CASTLE,01/01/2023,12/31/2023,130.0,27082998.0,98364000.0,103543200.0,98654800.0,103834000.0,35248933.0,30178720.0,5070213.0
171385,COFFEY COUNTY HOSPITAL,KS,BURLINGTON,01/01/2023,12/31/2023,25.0,26480731.0,4258469.0,36551517.0,4366351.0,40290928.0,21526175.0,29595114.0,-8068939.0
294015,RENO BEHAVIORAL HEALTHCARE HOSPITAL,NV,RENO,01/01/2023,12/31/2023,103.0,20995222.0,50224699.0,54676059.0,50224700.0,54676060.0,23469349.0,23991569.0,-522220.0
504013,RAINIER SPRINGS,WA,VANCOUVER,01/01/2023,12/31/2023,72.0,26686664.0,57520438.0,63310526.0,57520439.0,67709207.0,28434583.0,28158808.0,275775.0
504015,SOUTH SOUND BEHAVIORAL HOSPITAL,WA,LACEY,01/01/2023,12/31/2023,108.0,29898789.0,103860790.0,108136100.0,107895810.0,112171120.0,36454173.0,29901465.0,6552708.0
450419,TX HLTH HARRIS METHODIST AZLE,TX,AZLE,10/01/2022,09/30/2023,31.0,37193486.0,60266818.0,220880537.0,60266818.0,220880537.0,51365241.0,43711296.0,7653945.0
33044,DIGNITY HEALTH EAST VALLEY REHABILIT,AZ,GILBERT,01/06/2023,12/31/2023,40.0,13644264.0,24374757.0,24374757.0,24374757.0,24374757.0,13344106.0,13583885.0,-239779.0
184002,WESTERN STATE HOSPITAL,KY,HOPKINSVILLE,07/01/2023,06/30/2024,163.0,68869619.0,70061356.0,70130170.0,72591717.0,72660531.0,21027878.0,72427885.0,-51400007.0
360027,AKRON GENERAL MEDICAL CENTER,OH,AKRON,01/01/2023,12/31/2023,401.0,597006148.0,1231310541.0,3100166773.0,1247284039.0,3136603500.0,828193183.0,713582990.0,114610193.0
360077,FAIRVIEW HOSPITAL,OH,CLEVELAND,01/01/2023,12/31/2023,466.0,501684674.0,1093821615.0,2265396409.0,1105628868.0,2285817029.0,670912183.0,551867830.0,119044353.0
364063,GEORGETOWN BEHAVIORAL HOSPITAL,OH,GEORGETOWN,07/01/2023,07/31/2024,24.0,2792093.0,3357004.0,3357004.0,3806343.0,3806343.0,1778906.0,4142734.0,-2363828.0
